,hash,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,keyword_buggy_fixes,fastread_buggy_fixes,human_buggy_fixes
2417,44dbfc190fc65e3b47696e6123bb0fbe2804ef38,1,1,1,0.0,4,6,172.0,47,0.7139351851851852,10,22.0,2.4006873743596397,15,1,1,1
2418,89ebb464bbd777b61b6f072ae722a198966a7c07,1,1,1,0.0,58,50,103.0,47,0.7633101851851852,5,23.0,2.3100833965125096,7,0,0,0
2419,8457376ba00705cbafe30f07164dfe37266282ae,1,1,1,0.0,1,1,170.0,47,0.12484953703703704,11,24.0,9.009641234819691,16,0,0,0
2420,ac47b78eb60c1afb1cf686d57d684fbf0e2038eb,1,1,1,0.0,213,280,882.0,47,10.280578703703704,53,2052.0,1.0972707888165614,748,0,0,0
2421,23f4980e9a356f08bc35ddbe12e983ec0f40f695,1,1,1,0.0,9,124,120.0,47,23.447523148148147,10,2053.0,1.0426484278821995,749,0,0,0
2422,ffaecc810567b082f34203b6c0dffcb0e0eafb6d,1,1,1,0.0,14,14,5.0,47,0.004120370370370371,11,2054.0,243.69662921348313,750,0,0,0
2423,bf0c199371b97a2740664e54849e0650489e2e03,1,1,19,3.947185023481203,58,194,87.0,48,22.13087658382067,219,2064.0,1.0079909350249465,769,0,0,0
2424,7ea2cc3e91163dba7d3c066dff2694e35822797e,1,1,1,0.0,2,2,5.0,48,0.20202546296296298,13,505.0,5.949871097106846,164,0,0,0
2425,8d64c7fd735fdaac021690cfe0d6478620517cb6,2,2,2,0.1000009430103235,60,17,140.5,47,1.1273784722222222,18,25.5,1.6894883419438154,8,0,0,0
2426,596b26ec59e46cfa30cfd2e7e2239563c82aeb65,1,1,1,0.0,18,30,929.0,47,34.06298611111111,50,2074.0,1.02935737920152,770,0,0,0
2427,48be91a386ffd355cf9cc52a28c3818039e1460a,1,1,2,0.2580186686648155,11,12,1145.0,47,-0.39989583333333334,76,2080.5,-34.89046892526221,777,0,0,0
2428,71d514058abccf012dc87fc5b69d29cacaba2d7d,1,1,1,0.0,37,38,330.0,47,17.68642361111111,25,2075.0,1.056540543299651,771,0,0,0
2429,731004b9c672882ea7f153771c67bec4ff625598,1,1,1,0.0,24,26,1293.0,47,1.8068402777777777,37,2076.0,1.553452351211638,772,0,0,0
2430,deb1d8eb2c52d9d3b13231a7caff462946eb0ea2,2,2,3,0.7939924338116537,48,14,386.0,47,27.22818672839506,43,28.0,1.012254447755739,9,0,0,0
2431,9bd92f9461e54197485528b3ecb48f42e6c8c41e,1,1,1,0.0,75,99,1033.0,47,22.15539351851852,34,2077.0,1.0451357363237153,773,1,1,1
2432,0708d72caf880bb39b0e360a6c0cc9db422f2b6f,1,1,1,0.0,14,20,1009.0,47,0.0033449074074074076,35,2078.0,299.961937716263,774,0,0,0
2433,5199241425607b1ab5accf0bd13c8a7968edd76b,1,1,1,0.0,33,47,1003.0,47,0.0059490740740740745,36,2079.0,169.09338521400778,775,0,0,0
